,Env,Learning Freq.,Target Update Freq.,Step Size,Buffer Size,Num Episodes,Algorithm
831,MountainCar1000-v0,100,100,0.005,100000,1000.0,"RNN, 4"
832,MountainCar1000-v0,100,100,5e-05,10000,1000.0,"RNN, 4"
833,MountainCar1000-v0,100,100,5e-05,100000,1000.0,"RNN, 4"
834,MountainCar1000-v0,100,100,0.0005,10000,1000.0,"RNN, 8"
835,MountainCar1000-v0,100,100,0.0005,100000,1000.0,"RNN, 8"
836,MountainCar1000-v0,100,100,0.005,10000,986.0400000000002,"RNN, 8"
837,MountainCar1000-v0,100,100,0.005,100000,993.75,"RNN, 8"
838,MountainCar1000-v0,100,100,5e-05,10000,1000.0,"RNN, 8"
839,MountainCar1000-v0,100,100,5e-05,100000,1000.0,"RNN, 8"
840,MountainCar1000-v0,100,1000,0.0005,10000,1000.0,"RNN, 1"
841,MountainCar1000-v0,100,1000,0.0005,100000,1000.0,"RNN, 1"
842,MountainCar1000-v0,100,1000,0.005,10000,1000.0,"RNN, 1"
843,MountainCar1000-v0,100,1000,0.005,100000,1000.0,"RNN, 1"
844,MountainCar1000-v0,100,1000,5e-05,10000,996.29,"RNN, 1"
845,MountainCar1000-v0,100,1000,5e-05,100000,1000.0,"RNN, 1"
846,MountainCar1000-v0,100,1000,0.0005,10000,999.3700000000001,"RNN, 2"
847,MountainCar1000-v0,100,1000,0.0005,100000,1000.0,"RNN, 2"
848,MountainCar1000-v0,100,1000,0.005,10000,998.0,"RNN, 2"
849,MountainCar1000-v0,100,1000,0.005,100000,999.3100000000001,"RNN, 2"
850,MountainCar1000-v0,100,1000,5e-05,10000,1000.0,"RNN, 2"
851,MountainCar1000-v0,100,1000,5e-05,100000,1000.0,"RNN, 2"
852,MountainCar1000-v0,100,1000,0.0005,10000,996.45,"RNN, 4"
853,MountainCar1000-v0,100,1000,0.0005,100000,1000.0,"RNN, 4"
854,MountainCar1000-v0,100,1000,0.005,10000,1000.0,"RNN, 4"
855,MountainCar1000-v0,100,1000,0.005,100000,1000.0,"RNN, 4"
856,MountainCar1000-v0,100,1000,5e-05,10000,1000.0,"RNN, 4"
857,MountainCar1000-v0,100,1000,5e-05,100000,1000.0,"RNN, 4"
858,MountainCar1000-v0,100,1000,0.0005,10000,998.45,"RNN, 8"
859,MountainCar1000-v0,100,1000,0.0005,100000,998.3100000000001,"RNN, 8"
860,MountainCar1000-v0,100,1000,0.005,10000,997.72,"RNN, 8"
861,MountainCar1000-v0,100,1000,0.005,100000,996.99,"RNN, 8"
862,MountainCar1000-v0,100,1000,5e-05,10000,1000.0,"RNN, 8"
863,MountainCar1000-v0,100,1000,5e-05,100000,1000.0,"RNN, 8"
864,envs:random_maze-v0,1,1,0.0005,10000,347.53000000000003,"RNN, 1"
865,envs:random_maze-v0,1,1,0.0005,100000,218.85999999999999,"RNN, 1"
866,envs:random_maze-v0,1,1,0.005,10000,484.23,"RNN, 1"
867,envs:random_maze-v0,1,1,0.005,100000,574.24,"RNN, 1"
868,envs:random_maze-v0,1,1,5e-05,10000,787.45,"RNN, 1"
869,envs:random_maze-v0,1,1,5e-05,100000,861.9,"RNN, 1"
870,envs:random_maze-v0,1,1,0.0005,10000,508.3299999999999,"RNN, 2"
871,envs:random_maze-v0,1,1,0.0005,100000,494.51000000000005,"RNN, 2"
872,envs:random_maze-v0,1,1,0.005,10000,573.6000000000001,"RNN, 2"
873,envs:random_maze-v0,1,1,0.005,100000,768.1700000000001,"RNN, 2"
874,envs:random_maze-v0,1,1,5e-05,10000,614.17,"RNN, 2"
875,envs:random_maze-v0,1,1,5e-05,100000,494.75,"RNN, 2"
876,envs:random_maze-v0,1,1,0.0005,10000,245.73000000000002,"RNN, 4"
877,envs:random_maze-v0,1,1,0.0005,100000,114.68000000000002,"RNN, 4"
878,envs:random_maze-v0,1,1,0.005,10000,586.01,"RNN, 4"
879,envs:random_maze-v0,1,1,0.005,100000,414.5,"RNN, 4"
880,envs:random_maze-v0,1,1,5e-05,10000,113.33,"RNN, 4"
881,envs:random_maze-v0,1,1,5e-05,100000,113.35,"RNN, 4"
882,envs:random_maze-v0,1,1,0.0005,10000,66.21000000000001,"RNN, 8"
883,envs:random_maze-v0,1,1,0.0005,100000,63.960000000000015,"RNN, 8"
884,envs:random_maze-v0,1,1,0.005,10000,416.64000000000004,"RNN, 8"
885,envs:random_maze-v0,1,1,0.005,100000,415.35,"RNN, 8"
886,envs:random_maze-v0,1,1,5e-05,10000,14.9,"RNN, 8"
887,envs:random_maze-v0,1,1,5e-05,100000,15.079999999999998,"RNN, 8"
888,envs:random_maze-v0,1,10,0.0005,10000,386.01000000000005,"RNN, 1"
889,envs:random_maze-v0,1,10,0.0005,100000,354.22,"RNN, 1"
890,envs:random_maze-v0,1,10,0.005,10000,528.87,"RNN, 1"
891,envs:random_maze-v0,1,10,0.005,100000,576.51,"RNN, 1"
892,envs:random_maze-v0,1,10,5e-05,10000,868.7199999999999,"RNN, 1"
893,envs:random_maze-v0,1,10,5e-05,100000,865.5599999999998,"RNN, 1"
894,envs:random_maze-v0,1,10,0.0005,10000,319.32,"RNN, 2"
895,envs:random_maze-v0,1,10,0.0005,100000,168.7,"RNN, 2"
896,envs:random_maze-v0,1,10,0.005,10000,540.28,"RNN, 2"
897,envs:random_maze-v0,1,10,0.005,100000,705.4100000000001,"RNN, 2"
898,envs:random_maze-v0,1,10,5e-05,10000,676.7,"RNN, 2"
899,envs:random_maze-v0,1,10,5e-05,100000,719.75,"RNN, 2"
900,envs:random_maze-v0,1,10,0.0005,10000,61.269999999999996,"RNN, 4"
901,envs:random_maze-v0,1,10,0.0005,100000,71.65,"RNN, 4"
902,envs:random_maze-v0,1,10,0.005,10000,348.66999999999996,"RNN, 4"
903,envs:random_maze-v0,1,10,0.005,100000,612.65,"RNN, 4"
904,envs:random_maze-v0,1,10,5e-05,10000,204.85,"RNN, 4"
905,envs:random_maze-v0,1,10,5e-05,100000,90.55,"RNN, 4"
906,envs:random_maze-v0,1,10,0.0005,10000,15.14,"RNN, 8"
907,envs:random_maze-v0,1,10,0.0005,100000,15.029999999999998,"RNN, 8"
908,envs:random_maze-v0,1,10,0.005,10000,437.14,"RNN, 8"
909,envs:random_maze-v0,1,10,0.005,100000,701.6299999999999,"RNN, 8"
910,envs:random_maze-v0,1,10,5e-05,10000,14.929999999999998,"RNN, 8"
911,envs:random_maze-v0,1,10,5e-05,100000,14.940000000000001,"RNN, 8"
912,envs:random_maze-v0,1,100,0.0005,10000,459.5200000000001,"RNN, 1"
913,envs:random_maze-v0,1,100,0.0005,100000,373.4,"RNN, 1"
914,envs:random_maze-v0,1,100,0.005,10000,318.90999999999997,"RNN, 1"
915,envs:random_maze-v0,1,100,0.005,100000,181.58999999999997,"RNN, 1"
916,envs:random_maze-v0,1,100,5e-05,10000,887.2599999999999,"RNN, 1"
917,envs:random_maze-v0,1,100,5e-05,100000,923.76,"RNN, 1"
918,envs:random_maze-v0,1,100,0.0005,10000,169.58,"RNN, 2"
919,envs:random_maze-v0,1,100,0.0005,100000,47.25,"RNN, 2"
920,envs:random_maze-v0,1,100,0.005,10000,555.88,"RNN, 2"
921,envs:random_maze-v0,1,100,0.005,100000,580.82,"RNN, 2"
922,envs:random_maze-v0,1,100,5e-05,10000,813.38,"RNN, 2"
923,envs:random_maze-v0,1,100,5e-05,100000,759.34,"RNN, 2"
924,envs:random_maze-v0,1,100,0.0005,10000,16.85,"RNN, 4"
925,envs:random_maze-v0,1,100,0.0005,100000,14.989999999999998,"RNN, 4"
926,envs:random_maze-v0,1,100,0.005,10000,418.94000000000005,"RNN, 4"
927,envs:random_maze-v0,1,100,0.005,100000,566.3000000000001,"RNN, 4"
928,envs:random_maze-v0,1,100,5e-05,10000,14.98,"RNN, 4"
929,envs:random_maze-v0,1,100,5e-05,100000,14.959999999999997,"RNN, 4"
930,envs:random_maze-v0,1,100,0.0005,10000,14.969999999999999,"RNN, 8"
931,envs:random_maze-v0,1,100,0.0005,100000,86.22000000000001,"RNN, 8"
932,envs:random_maze-v0,1,100,0.005,10000,509.68,"RNN, 8"
933,envs:random_maze-v0,1,100,0.005,100000,478.2999999999999,"RNN, 8"
934,envs:random_maze-v0,1,100,5e-05,10000,15.020000000000001,"RNN, 8"
935,envs:random_maze-v0,1,100,5e-05,100000,15.030000000000001,"RNN, 8"
936,envs:random_maze-v0,1,1000,0.0005,10000,547.6800000000001,"RNN, 1"
937,envs:random_maze-v0,1,1000,0.0005,100000,417.93999999999994,"RNN, 1"
938,envs:random_maze-v0,1,1000,0.005,10000,445.96000000000004,"RNN, 1"
939,envs:random_maze-v0,1,1000,0.005,100000,449.64,"RNN, 1"
940,envs:random_maze-v0,1,1000,5e-05,10000,730.54,"RNN, 1"
941,envs:random_maze-v0,1,1000,5e-05,100000,816.49,"RNN, 1"
942,envs:random_maze-v0,1,1000,0.0005,10000,63.11,"RNN, 2"
943,envs:random_maze-v0,1,1000,0.0005,100000,110.41000000000001,"RNN, 2"
944,envs:random_maze-v0,1,1000,0.005,10000,308.15,"RNN, 2"
945,envs:random_maze-v0,1,1000,0.005,100000,390.25,"RNN, 2"
946,envs:random_maze-v0,1,1000,5e-05,10000,447.75,"RNN, 2"
947,envs:random_maze-v0,1,1000,5e-05,100000,488.28000000000003,"RNN, 2"
948,envs:random_maze-v0,1,1000,0.0005,10000,112.76000000000002,"RNN, 4"
949,envs:random_maze-v0,1,1000,0.0005,100000,37.42,"RNN, 4"
950,envs:random_maze-v0,1,1000,0.005,10000,540.5899999999999,"RNN, 4"
951,envs:random_maze-v0,1,1000,0.005,100000,354.62,"RNN, 4"
952,envs:random_maze-v0,1,1000,5e-05,10000,14.959999999999999,"RNN, 4"
953,envs:random_maze-v0,1,1000,5e-05,100000,95.72999999999999,"RNN, 4"
954,envs:random_maze-v0,1,1000,0.0005,10000,15.020000000000001,"RNN, 8"
955,envs:random_maze-v0,1,1000,0.0005,100000,14.89,"RNN, 8"
956,envs:random_maze-v0,1,1000,0.005,10000,628.62,"RNN, 8"
957,envs:random_maze-v0,1,1000,0.005,100000,333.30000000000007,"RNN, 8"
958,envs:random_maze-v0,1,1000,5e-05,10000,14.940000000000001,"RNN, 8"
959,envs:random_maze-v0,1,1000,5e-05,100000,15.009999999999996,"RNN, 8"
960,envs:random_maze-v0,10,10,0.0005,10000,595.52,"RNN, 1"
961,envs:random_maze-v0,10,10,0.0005,100000,601.2099999999999,"RNN, 1"
962,envs:random_maze-v0,10,10,0.005,10000,641.46,"RNN, 1"
963,envs:random_maze-v0,10,10,0.005,100000,449.02,"RNN, 1"
964,envs:random_maze-v0,10,10,5e-05,10000,818.4399999999999,"RNN, 1"
965,envs:random_maze-v0,10,10,5e-05,100000,789.05,"RNN, 1"
966,envs:random_maze-v0,10,10,0.0005,10000,227.71000000000004,"RNN, 2"
967,envs:random_maze-v0,10,10,0.0005,100000,224.52000000000004,"RNN, 2"
968,envs:random_maze-v0,10,10,0.005,10000,607.18,"RNN, 2"
969,envs:random_maze-v0,10,10,0.005,100000,766.74,"RNN, 2"
970,envs:random_maze-v0,10,10,5e-05,10000,625.8300000000002,"RNN, 2"
971,envs:random_maze-v0,10,10,5e-05,100000,592.49,"RNN, 2"
972,envs:random_maze-v0,10,10,0.0005,10000,113.41000000000001,"RNN, 4"
973,envs:random_maze-v0,10,10,0.0005,100000,119.83000000000001,"RNN, 4"
974,envs:random_maze-v0,10,10,0.005,10000,538.62,"RNN, 4"
975,envs:random_maze-v0,10,10,0.005,100000,595.19,"RNN, 4"
976,envs:random_maze-v0,10,10,5e-05,10000,14.949999999999998,"RNN, 4"
977,envs:random_maze-v0,10,10,5e-05,100000,14.98,"RNN, 4"
978,envs:random_maze-v0,10,10,0.0005,10000,21.250000000000004,"RNN, 8"
979,envs:random_maze-v0,10,10,0.0005,100000,14.91,"RNN, 8"
980,envs:random_maze-v0,10,10,0.005,10000,844.2599999999999,"RNN, 8"
981,envs:random_maze-v0,10,10,0.005,100000,435.37000000000006,"RNN, 8"
982,envs:random_maze-v0,10,10,5e-05,10000,15.000000000000004,"RNN, 8"
983,envs:random_maze-v0,10,10,5e-05,100000,14.87,"RNN, 8"
984,envs:random_maze-v0,10,100,0.0005,10000,625.5899999999999,"RNN, 1"
985,envs:random_maze-v0,10,100,0.0005,100000,650.9,"RNN, 1"
986,envs:random_maze-v0,10,100,0.005,10000,89.21,"RNN, 1"
987,envs:random_maze-v0,10,100,0.005,100000,25.060000000000002,"RNN, 1"
988,envs:random_maze-v0,10,100,5e-05,10000,855.65,"RNN, 1"
989,envs:random_maze-v0,10,100,5e-05,100000,823.3799999999999,"RNN, 1"
990,envs:random_maze-v0,10,100,0.0005,10000,408.7699999999999,"RNN, 2"
991,envs:random_maze-v0,10,100,0.0005,100000,586.24,"RNN, 2"
992,envs:random_maze-v0,10,100,0.005,10000,796.73,"RNN, 2"
993,envs:random_maze-v0,10,100,0.005,100000,587.75,"RNN, 2"
994,envs:random_maze-v0,10,100,5e-05,10000,627.24,"RNN, 2"
995,envs:random_maze-v0,10,100,5e-05,100000,600.6400000000001,"RNN, 2"
996,envs:random_maze-v0,10,100,0.0005,10000,45.59000000000001,"RNN, 4"
997,envs:random_maze-v0,10,100,0.0005,100000,14.940000000000001,"RNN, 4"
998,envs:random_maze-v0,10,100,0.005,10000,435.18999999999994,"RNN, 4"
999,envs:random_maze-v0,10,100,0.005,100000,410.06000000000006,"RNN, 4"
1000,envs:random_maze-v0,10,100,5e-05,10000,14.989999999999998,"RNN, 4"
1001,envs:random_maze-v0,10,100,5e-05,100000,15.02,"RNN, 4"
1002,envs:random_maze-v0,10,100,0.0005,10000,14.95,"RNN, 8"
1003,envs:random_maze-v0,10,100,0.0005,100000,14.99,"RNN, 8"
1004,envs:random_maze-v0,10,100,0.005,10000,266.83000000000004,"RNN, 8"
1005,envs:random_maze-v0,10,100,0.005,100000,234.61999999999998,"RNN, 8"
1006,envs:random_maze-v0,10,100,5e-05,10000,14.930000000000001,"RNN, 8"
1007,envs:random_maze-v0,10,100,5e-05,100000,14.970000000000002,"RNN, 8"
1008,envs:random_maze-v0,10,1000,0.0005,10000,623.58,"RNN, 1"
1009,envs:random_maze-v0,10,1000,0.0005,100000,764.8199999999999,"RNN, 1"
1010,envs:random_maze-v0,10,1000,0.005,10000,220.22999999999996,"RNN, 1"
1011,envs:random_maze-v0,10,1000,0.005,100000,51.6,"RNN, 1"
1012,envs:random_maze-v0,10,1000,5e-05,10000,807.24,"RNN, 1"
1013,envs:random_maze-v0,10,1000,5e-05,100000,708.31,"RNN, 1"
1014,envs:random_maze-v0,10,1000,0.0005,10000,195.57999999999998,"RNN, 2"
1015,envs:random_maze-v0,10,1000,0.0005,100000,250.18,"RNN, 2"
1016,envs:random_maze-v0,10,1000,0.005,10000,139.47,"RNN, 2"
1017,envs:random_maze-v0,10,1000,0.005,100000,114.97,"RNN, 2"
1018,envs:random_maze-v0,10,1000,5e-05,10000,642.1300000000001,"RNN, 2"
1019,envs:random_maze-v0,10,1000,5e-05,100000,505.0,"RNN, 2"
1020,envs:random_maze-v0,10,1000,0.0005,10000,14.959999999999999,"RNN, 4"
1021,envs:random_maze-v0,10,1000,0.0005,100000,14.86,"RNN, 4"
1022,envs:random_maze-v0,10,1000,0.005,10000,81.83,"RNN, 4"
1023,envs:random_maze-v0,10,1000,0.005,100000,16.15,"RNN, 4"
1024,envs:random_maze-v0,10,1000,5e-05,10000,14.9,"RNN, 4"
1025,envs:random_maze-v0,10,1000,5e-05,100000,14.969999999999999,"RNN, 4"
1026,envs:random_maze-v0,10,1000,0.0005,10000,14.999999999999996,"RNN, 8"
1027,envs:random_maze-v0,10,1000,0.0005,100000,15.02,"RNN, 8"
1028,envs:random_maze-v0,10,1000,0.005,10000,14.9,"RNN, 8"
1029,envs:random_maze-v0,10,1000,0.005,100000,143.13,"RNN, 8"
1030,envs:random_maze-v0,10,1000,5e-05,10000,15.01,"RNN, 8"
1031,envs:random_maze-v0,10,1000,5e-05,100000,14.959999999999999,"RNN, 8"
1032,envs:random_maze-v0,100,100,0.0005,10000,702.73,"RNN, 1"
1033,envs:random_maze-v0,100,100,0.0005,100000,687.61,"RNN, 1"
1034,envs:random_maze-v0,100,100,0.005,10000,809.3299999999999,"RNN, 1"
1035,envs:random_maze-v0,100,100,0.005,100000,566.4599999999999,"RNN, 1"
1036,envs:random_maze-v0,100,100,5e-05,10000,894.97,"RNN, 1"
1037,envs:random_maze-v0,100,100,5e-05,100000,939.6599999999999,"RNN, 1"
1038,envs:random_maze-v0,100,100,0.0005,10000,580.8299999999999,"RNN, 2"
1039,envs:random_maze-v0,100,100,0.0005,100000,479.7200000000001,"RNN, 2"
1040,envs:random_maze-v0,100,100,0.005,10000,463.93999999999994,"RNN, 2"
1041,envs:random_maze-v0,100,100,0.005,100000,567.98,"RNN, 2"
1042,envs:random_maze-v0,100,100,5e-05,10000,959.5500000000002,"RNN, 2"
1043,envs:random_maze-v0,100,100,5e-05,100000,934.6299999999999,"RNN, 2"
1044,envs:random_maze-v0,100,100,0.0005,10000,117.55000000000003,"RNN, 4"
1045,envs:random_maze-v0,100,100,0.0005,100000,90.69,"RNN, 4"
1046,envs:random_maze-v0,100,100,0.005,10000,702.07,"RNN, 4"
1047,envs:random_maze-v0,100,100,0.005,100000,409.38,"RNN, 4"
1048,envs:random_maze-v0,100,100,5e-05,10000,753.4,"RNN, 4"
1049,envs:random_maze-v0,100,100,5e-05,100000,890.45,"RNN, 4"
1050,envs:random_maze-v0,100,100,0.0005,10000,449.6,"RNN, 8"
1051,envs:random_maze-v0,100,100,0.0005,100000,329.63,"RNN, 8"
1052,envs:random_maze-v0,100,100,0.005,10000,802.55,"RNN, 8"
1053,envs:random_maze-v0,100,100,0.005,100000,469.66999999999996,"RNN, 8"
1054,envs:random_maze-v0,100,100,5e-05,10000,849.76,"RNN, 8"
1055,envs:random_maze-v0,100,100,5e-05,100000,565.77,"RNN, 8"
1056,envs:random_maze-v0,100,1000,0.0005,10000,808.41,"RNN, 1"
1057,envs:random_maze-v0,100,1000,0.0005,100000,881.0300000000001,"RNN, 1"
1058,envs:random_maze-v0,100,1000,0.005,10000,475.65,"RNN, 1"
1059,envs:random_maze-v0,100,1000,0.005,100000,393.25,"RNN, 1"
1060,envs:random_maze-v0,100,1000,5e-05,10000,979.97,"RNN, 1"
1061,envs:random_maze-v0,100,1000,5e-05,100000,961.76,"RNN, 1"
1062,envs:random_maze-v0,100,1000,0.0005,10000,329.24,"RNN, 2"
1063,envs:random_maze-v0,100,1000,0.0005,100000,637.0400000000001,"RNN, 2"
1064,envs:random_maze-v0,100,1000,0.005,10000,130.28,"RNN, 2"
1065,envs:random_maze-v0,100,1000,0.005,100000,55.69,"RNN, 2"
1066,envs:random_maze-v0,100,1000,5e-05,10000,893.6700000000001,"RNN, 2"
1067,envs:random_maze-v0,100,1000,5e-05,100000,905.6899999999999,"RNN, 2"
1068,envs:random_maze-v0,100,1000,0.0005,10000,14.89,"RNN, 4"
1069,envs:random_maze-v0,100,1000,0.0005,100000,14.949999999999998,"RNN, 4"
1070,envs:random_maze-v0,100,1000,0.005,10000,48.58000000000001,"RNN, 4"
1071,envs:random_maze-v0,100,1000,0.005,100000,197.27,"RNN, 4"
1072,envs:random_maze-v0,100,1000,5e-05,10000,814.22,"RNN, 4"
1073,envs:random_maze-v0,100,1000,5e-05,100000,619.3,"RNN, 4"
1074,envs:random_maze-v0,100,1000,0.0005,10000,15.12,"RNN, 8"
1075,envs:random_maze-v0,100,1000,0.0005,100000,38.769999999999996,"RNN, 8"
1076,envs:random_maze-v0,100,1000,0.005,10000,182.46999999999997,"RNN, 8"
1077,envs:random_maze-v0,100,1000,0.005,100000,455.9,"RNN, 8"
1078,envs:random_maze-v0,100,1000,5e-05,10000,801.75,"RNN, 8"
1079,envs:random_maze-v0,100,1000,5e-05,100000,550.69,"RNN, 8"
